Incident #,Time,Date Occurred,Description,Location,Disposition,Day Occurred,Month Occurred,Year Occurred
17-06055,1613,5/4/17,Public Intoxication,Delaware Technology Park Retention Pond,Exceptionally Clear,4,5,2017
17-06058,1730,5/4/17,MV Collision,Townsend Hall,Pending,4,5,2017
17-06070,2039,5/4/17,Theft,Gilbert Hall,Arrest,4,5,2017
17-06079,0027,5/5/17,Possession of Marijuana,Delaware Biotechnology Institute,Arrest,5,5,2017
17-06082,0155,5/5/17,Disorderly Conduct,Independence Hall,Exceptionally Clear,5,5,2017
17-06098,1009,5/3/17,Graffiti,Academic Enrichment,Pending,3,5,2017
17-06138,2310,5/5/17,Underage Consumption,E Park Pl,Arrest,5,5,2017
17-06150,0138,5/6/17,Underage Consumption,George Read Hall,Administrative Sanction,6,5,2017
17-06152,0210,5/6/17,Underage Consumption,Christiana Towers,Exceptionally Clear,6,5,2017
17-06154,0311,5/6/17,Underage Consumption,Harrington Hall A,Exceptionally Clear,6,5,2017
17-06156,0354,5/6/17,Possession of Marijuana,Ray Street Hall B,Administrative Sanction,6,5,2017
17-06158,0401,5/6/17,Underage Consumption,George Read Hall,Administrative Sanction,6,5,2017
17-06168,0735,5/6/17,Theft,George Read Hall,Pending,6,5,2017
17-06171,0749,5/6/17,Fugitive,Academy St,Arrest,6,5,2017
17-06185,1140,5/6/17,Motor Vehicle Collision (Hit & Run),Lot #52,Pending,6,5,2017
17-06208,1853,5/6/17,Falsely Reporting an Incident,Harker ISE Lab,Pending,6,5,2017
17-06211,2026,5/6/17,Theft,Christiana Towers,Pending,6,5,2017
17-06222,0201,5/7/17,Disorderly Conduct,Harrington Commons,Administrative Sanction,7,5,2017
17-06263,0152,5/8/17,Damaged Property,Trabant University Center,Pending,8,5,2017
17-06291,2214,5/5/17,MV Collision,Lot #6,Pending,5,5,2017
17-06307,0516,5/9/17,Trespass,Christiana Towers,Exceptionally Clear,9,5,2017
17-06415,2011,5/10/17,Underage Consumption,BCC Parking Lot,Arrest,10,5,2017
17-06416,2023,5/10/17,Underage Consumption,BCC Parking Lot,Administrative Sanction,10,5,2017
17-06419,2109,5/10/17,Underage Consumption,BCC Parking Lot,Administrative Sanction,10,5,2017
17-06420,2120,5/10/17,Public Intoxication,BCC Parking Lot,Arrest,10,5,2017
17-06421,2127,5/10/17,Underage Consumption,BCC Parking Lot,Administrative Sanction,10,5,2017
17-06427,2205,5/10/17,Underage Consumption,BCC Parking Lot,Arrest,10,5,2017
17-06434,2249,5/10/17,Offensive Touching,BCC Parking Lot,Pending,10,5,2017
17-06452,0816,5/10/17,Damaged Property,Wellspring Office,Pending,10,5,2017
17-06467,1154,5/11/17,Shoplifting,Trabant University Center,Administrative Sanction,11,5,2017
17-06492,2308,5/11/17,Underage Consumption,Louis Redding Hall,Administrative Sanction,11,5,2017
17-06497,0013,5/12/17,Underage Consumption,Pencader Dining Hall,Arrest,12,5,2017
17-06503,0159,5/12/17,DUI,S College Ave/Welsh Tract Rd,Arrest,12,5,2017
17-06521,1323,5/23/17,Damaged Property,Russell D,Pending,23,5,2017
17-06550,2358,5/12/17,Underage Consumption,Ray Street Hall B,Exceptionally Clear,12,5,2017
17-06558,0119,5/13/17,DUI,Ed Fine Parking Lot,Arrest,13,5,2017
17-06559,0120,5/13/17,DUI,Delaware Ave,Arrest,13,5,2017
17-06563,0154,5/13/17,MV Collision,Lot #7,Pending,13,5,2017
17-06587,2021,5/13/17,Damaged Property,Perkins Parking Garage,Pending,13,5,2017
17-06601,0045,5/14/17,Underage Consumption,Perkins Student Center,Administrative Sanction,14,5,2017
17-06605,0227,5/14/17,Underage Consumption,Harrington Hall A,Administrative Sanction,14,5,2017
17-06645,0041,5/15/17,Traffic Violation/Fugitve,Kirkbride Hall,Pending,15,5,2017
17-06678,1918,5/15/17,Fugitive,UDPD,Arrest,15,5,2017
17-06683,2058,5/15/17,Fraud,Colburn Lab,Pending,15,5,2017
17-06688,2159,5/15/17,Shoplifting,Harrington Commons,Pending,15,5,2017
17-06693,2343,5/15/17,Possession of Marijuana,Louis Redding Hall,Administrative Sanction,15,5,2017
17-06710,1125,5/16/17,Shoplifting,Trabant University Center,Arrest,16,5,2017
17-06711,1204,5/16/17,Shoplifting,Trabant University Center,Arrest,16,5,2017
17-06718,1614,5/16/17,Harassment,Spencer Lab,Pending,16,5,2017
17-06723,1807,5/16/17,DUI,E Delaware Ave/S Chapel St,Arrest,16,5,2017
17-06747,0022,5/17/17,Underage Consumption,Christiana Towers,Administrative Sanction,17,5,2017
17-06771,1053,5/17/17,Harassment,STAR Campus,Pending,17,5,2017
17-06775,1428,5/17/17,Theft,Townsend Hall,Pending,17,5,2017
17-06776,1427,5/17/17,Theft,Wolf Hall,Pending,17,5,2017
17-06809,0038,5/18/17,DUI,N College Ave/W Main St,Arrest,18,5,2017
17-06816,0752,5/18/17,Theft,Innovation Way,Pending,18,5,2017
17-06826,1600,5/17/17,Motor Vehicle Collision (Hit & Run),STAR Campus,Pending,17,5,2017
17-06848,0030,5/19/17,Alcohol Violation,Cannon Hall,Administrative Sanction,19,5,2017
17-06859,0222,5/19/17,Underage Consumption,Harrington Hall A,Administrative Sanction,19,5,2017
17-06881,1602,5/19/17,Theft,Innternationale House,Pending,19,5,2017
17-06882,1627,5/19/17,Theft,Ray Street Hall A,Pending,19,5,2017
17-06883,1659,5/19/17,Theft,George Read Hall,Pending,19,5,2017
17-06903,2207,5/19/17,Theft,Harrington Commons,Pending,19,5,2017
17-06921,0151,5/20/17,Underage Consumption,George Read Hall,Administrative Sanction,20,5,2017
17-06922,0203,5/20/17,Underage Consumption,New London Ave/W Cleveland Ave,Administrative Sanction,20,5,2017
17-06938,1055,1/1/17,Theft,Christiana Towers,Pending,1,1,2017
17-06947,1656,5/20/17,Assist Other Agency,Lambda Chi Alpha House,Administrative Sanction,20,5,2017
17-06954,1824,4/14/17,Fraud,Ray Street Hall B,Pending,14,4,2017
17-06965,2239,5/20/17,Graffiti,Caesar Rodney A,Pending,20,5,2017
17-06972,0031,5/21/17,Public Intoxication,Old College Hall,Arrest,21,5,2017
17-06974,0117,5/21/17,DUI,N Chapel St/E Cleveland Ave,Arrest,21,5,2017
17-07005,1326,5/21/17,Trespass,Delaware Stadium,Exceptionally Clear,21,5,2017
17-07008,1536,5/21/17,Disorderly Conduct,Delaware Stadium,Arrest,21,5,2017
17-07012,1642,5/21/17,Damaged Property,Graham Hall,Pending,21,5,2017
17-07016,1720,5/21/17,Theft,Carpenter Sport Building,Pending,21,5,2017
17-07034,0020,5/21/17,Damaged Property,Ray Street,Pending,21,5,2017
17-07050,1229,5/22/17,Theft,Smith Hall,Pending,22,5,2017
17-07055,1229,5/22/17,Theft,Amy DuPont Music Building,Pending,22,5,2017
17-07056,1229,5/22/17,Theft,Purnell Hall,Pending,22,5,2017
17-07084,0134,5/23/17,DUI,Delaware Ave/Scholar Dr,Arrest,23,5,2017
17-07093,0515,5/22/17,Theft,Purnell Hall,Pending,22,5,2017
17-07102,1050,5/23/17,Traffic Violation/Fugitve,E Park Pl/Manuel St,Exceptionally Clear,23,5,2017
17-07104,1101,5/22/17,Theft,George Read Hall,Pending,22,5,2017
17-07107,1147,5/23/17,MV Collision,Lot #6,Service Clear,23,5,2017
17-07134,0122,5/24/17,Public Intoxication,Grottos Pizza,Arrest,24,5,2017
17-07144,1026,5/24/17,Theft,Girl Scouts Building,Pending,24,5,2017
17-07179,2348,5/24/17,Public Intoxication,Old College Hall,Exceptionally Clear,24,5,2017
17-07272,1056,5/26/17,Graffiti,Thompson Hall,Pending,26,5,2017
17-07314,0037,5/27/17,Public Intoxication,Memorial Hall,Arrest,27,5,2017
17-07354,1525,5/27/17,Theft,Bob Carpenter Center,Pending,27,5,2017
17-07383,0103,5/28/17,DUI,North College Ave,Arrest,28,5,2017
17-07384,0201,5/28/17,Disorderly Conduct,The Green,Arrest,28,5,2017
17-07385,0245,5/28/17,Robbery,Academy St/ Delaware Ave,Service Clear,28,5,2017
17-07533,1012,6/1/17,Theft,Wolf Hall,Pending,1,6,2017
17-07538,1207,6/1/17,Harassment,Colburn Lab,Pending,1,6,2017
17-07542,1512,6/1/17,Possession of Marijuana,E Delaware Ave/Tyre Ave,Arrest,1,6,2017
17-07561,0030,6/2/17,DUI,E Cleveland Ave,Arrest,2,6,2017
17-07580,1448,6/2/17,Motor Vehicle Collision (Hit & Run),Wyoming Rd,Service Clear,2,6,2017
17-07728,1132,6/5/17,Graffiti,Hollingsworth Lot,Pending,5,6,2017
17-07748,2133,6/3/17,Harassment,Pencader Dining Hall,Pending,3,6,2017
17-07891,0130,6/9/17,DUI,New London Rd/Christiana Dr,Arrest,9,6,2017
17-08019,0903,6/11/17,Possession of Marijuana,S Main St/Delaware Ave,Civil Assessment,11,6,2017
17-08034,1319,6/11/17,Disorderly Conduct,Bob Carpenter Center,Arrest,11,6,2017
17-08071,1239,6/12/17,Motor Vehicle Collision (Hit & Run),Maintenance Circle,Pending,12,6,2017
17-08173,1842,6/11/17,Motor Vehicle Collision (Hit & Run),Bob Carpenter Center,Pending,11,6,2017
17-08317,0245,6/18/17,DUI,S College Ave/Marvin Dr,Arrest,18,6,2017
17-08336,1912,6/18/17,Theft,Harrington Hall B,Arrest,18,6,2017
17-08357,0825,6/19/17,Theft,Academy Building,Pending,19,6,2017
17-08380,2159,6/19/17,Traffic Violation/Fugitve,Newark Country Club,Arrest,19,6,2017
17-08453,1223,6/20/17,Theft,De Biotechnology Institute,Pending,20,6,2017
17-08501,1803,6/22/17,Harassment,Colburn Lab,Pending,22,6,2017
17-08557,0523,6/24/17,Public Intoxication,W Park Pl/S College Ave,Pending,24,6,2017
17-08575,2206,6/24/17,Bomb Threat,Hugh Morris Library,Pending,24,6,2017
17-08672,1712,6/27/17,Motor Vehicle Collision (Hit & Run),Lot #34,Pending,27,6,2017
17-08691,2316,6/27/17,DUI,Academy St/Lovett Ave,Arrest,27,6,2017
17-08720,1244,6/28/17,Damaged Property,Dickinson E/F Commons,Pending,28,6,2017
17-08746,2037,6/28/17,Possession of Marijuana,S College Ave/E Delaware Ave,Arrest,28,6,2017
17-08851,0200,7/1/17,Trespass,Sypherd Hall,Pending,1,7,2017
17-08861,1247,7/1/17,Theft,Clayton Hall,Exceptionally Clear,1,7,2017
17-08880,0011,7/2/17,Possession of Marijuana,Harvey Rd/Glenrock Dr (Checkpoint),Arrest,2,7,2017
17-08883,0051,7/2/17,DUI,Harvey Rd/Glenrock Dr (Checkpoint),Arrest,2,7,2017
17-08891,0335,7/2/17,DUI,E Main St/N College Ave,Pending,2,7,2017
17-08919,2307,7/2/17,Traffic Violation/Fugitve,Ed Fine Parking Lot,Civil Assessment,2,7,2017
17-08940,1158,7/3/17,Damaged Property,Lot #57,Pending,3,7,2017
17-08960,1137,7/4/17,Traffic Violation/Fugitve,Academy St/E Delaware Ave,Civil Assessment,4,7,2017
17-08968,1645,7/4/17,Possession of Marijuana,S Main St/Delaware Ave,Arrest,4,7,2017
17-08983,0007,7/5/17,Underage Consumption,S Chapel St/Wyoming Rd,Arrest,5,7,2017
17-09063,0024,7/7/17,DUI,Academy St/Main Street,Arrest,7,7,2017
17-09074,1108,6/25/17,Offensive Touching,Studio Arts Building,Pending,25,6,2017
17-09152,1152,7/9/17,Graffiti,Smyth Hall,Pending,9,7,2017
17-09161,2228,7/9/17,Motor Vehicle Collision (Hit & Run),Visitor Center,Pending,9,7,2017
17-09179,1202,7/7/17,Theft,Adaptive Cosmetic Technology Solutions,Pending,7,7,2017
17-09192,1940,7/10/17,Disorderly Conduct,Carpenter Sport Building,Pending,10,7,2017
17-09350,1159,7/12/17,Theft,Trabant University Center,Pending,12,7,2017
17-09443,2316,7/16/17,Possession of Marijuana,S College Ave/Amstel Ave,Civil  Assessment,16,7,2017
17-09485,2252,7/17/17,Public Intoxication,UD Thomas McKean,Exceptionally Clear,17,7,2017
17-09511,1431,7/18/17,Fugitive,Barnes & Noble Bookstore,Exceptionally Clear,18,7,2017
17-09548,1019,7/11/17,Theft,Ray Street Hall B,Pending,11,7,2017
17-09601,1635,7/20/17,Terroristic Threatening,The Internationale House,Exceptionally Clear,20,7,2017
17-09621,0821,7/21/17,Harassment,Trabant University Center,Exceptionally Clear,21,7,2017
17-09666,0232,7/22/17,DUI,Academy St/Courtney St,Arrest,22,7,2017
17-09710,0047,7/23/17,Traffic Violation/Fugitve,Park Pl/Academy St,Pending,23,7,2017
17-09743,0716,7/21/17,Theft,Amy DuPont Music Building,Pending,21,7,2017
17-09759,1310,7/12/17,Theft,UDairy Creamery,Pending,12,7,2017
17-09934,0048,7/28/17,Possession of Marijuana,Christiana Towers,Arrest,28,7,2017
17-09972,2209,7/28/17,Possession of Marijuana,N College Ave/W Main St,Civil Assessment,28,7,2017
17-10012,0705,7/30/17,Disorderly Conduct,McKinley Lab,Exceptionally Clear,30,7,2017
17-10052,2035,7/30/17,Theft,WAWA,Service Clear,30,7,2017
17-10061,0115,7/31/17,Possession of Marijuana,N College Ave/E Cleveland Ave,Arrest,31,7,2017
17-10111,0021,8/1/17,Disorderly Conduct,Ray Street Hall A,Exceptionally Clear,1,8,2017
17-10131,1251,7/30/17,Theft,Bob Carpenter Center,Pending,30,7,2017
17-10153,0125,8/2/17,DUI,E Delaware Ave/Haines St,Arrest,2,8,2017
17-10190,1447,8/2/17,DUI,Christiana Pkwy/S College Ave,Service Clear,2,8,2017
17-10261,2305,8/2/17,Damaged Property,Amy DuPont Music Building,Pending,2,8,2017
17-10313,0136,8/5/17,Underage Consumption,Amstel Sq Pkg Lot,Administrative Sanction,5,8,2017
17-10381,0144,8/6/17,Traffic Violation/Fugitve,N College Ave/W Main St,Exceptionally Clear,6,8,2017
17-10384,0324,8/6/17,Underage Consumption,Memorial Hall,Administrative Sanction,6,8,2017
17-10405,1634,8/4/17,Theft,Smith Hall,Pending,4,8,2017
17-10413,2242,8/6/17,Underage Consumption,S Chapel St/Wyoming Rd,Arrest,6,8,2017
17-10481,1112,8/8/17,Motor Vehicle Collision (Hit & Run),Carpenter Sport Building,Pending,8,8,2017
17-10482,1120,8/8/17,Offensive Touching,Bob Carpenter Center,Pending,8,8,2017
17-10533,1507,8/9/17,Theft,Ray Street Hall A,Pending,9,8,2017
17-10543,2130,8/9/17,Theft,Evans Hall,Pending,9,8,2017
17-10580,1752,8/10/17,Offensive Touching,Christiana Care Medical Aide Unit,Exceptionally Clear,10,8,2017
17-10661,1333,8/12/17,Theft,Bob Carpenter Center,Pending,12,8,2017
17-10666,1437,8/12/17,Damaged Property,Trabant University Center,Pending,12,8,2017
17-10698,1459,8/13/17,Trespass,Russell Dining Hall,Exceptionally Clear,13,8,2017
17-10724,0841,8/14/17,Fugitive,UDPD,Exceptionally Clear,14,8,2017
17-10734,1349,8/14/17,Trespass,Perkins Parking Garage,Arrest,14,8,2017
17-10909,0835,8/18/17,Damaged Property,Hartshorn Hall,Pending,18,8,2017
17-10926,1655,8/18/17,Theft,BCC Parking Lot,Pending,18,8,2017
17-10946,2301,8/18/20,Damaged Property,Amy DuPont Music Building,Pending,18,8,2020
17-10947,2307,8/18/17,Possession of Marijuana,E Delaware Ave/S Chapel St,Arrest,18,8,2017
17-11027,1417,8/20/17,Burglary,Sharp Lab,Pending,20,8,2017
17-11096,2311,8/21/17,Offensive Touching,Christiana Towers,Arrest,21,8,2017
17-11103,0155,8/22/17,Trespass,Christiana Towers,Exceptionally Clear,22,8,2017
17-11174,1148,8/9/17,Terroristic Threatening,Grounds Division,Pending,9,8,2017
17-11201,2126,8/21/17,Graffiti,Brown Lab,Pending,21,8,2017
17-11222,0145,8/24/17,Alcohol Violation,Maintenance Center,Pending,24,8,2017
17-11262,1916,8/24/17,Disorderly Conduct,Independence Hall Field,Arrrest,24,8,2017
17-11289,0225,8/25/17,Public Intoxication,Harter Hall,Administrative Sanction,25,8,2017
17-11320,1517,8/25/17,Shoplifting,Barnes & Noble Bookstore,Pending,25,8,2017
17-11347,2353,8/25/17,Public Intoxication,Benny St,Administrative Sanction,25,8,2017
17-11355,0133,8/26/17,DUI,S College Ave/Discovery Blvd,Arrest,26,8,2017
17-11391,1530,8/26/17,Disorderly Conduct,Academy St/Courtney St,Arrest,26,8,2017
17-11416,2115,8/26/17,Possession of a Controlled Substance/ Drug Paraphernalia,George Read Hall,Civil Assessment,26,8,2017
17-11420,2148,8/26/17,Graffiti,George Read Hall,Pending,26,8,2017
17-11435,0021,8/27/17,Underage Consumption,Smyth Hall,Administrative Sanction,27,8,2017
17-11436,0034,8/27/17,Trespass,Trabant University Center,Exceptionally Clear,27,8,2017
17-11439,0054,8/27/17,Underage Consumption,Library Plaza,Administrative Sanction,27,8,2017
17-11457,0217,8/27/17,Public Intoxication,PNC Bank,Arrest,27,8,2017
17-11460,0232,8/27/17,Underage Consumption,Thomas McKean Hall,Administrative Sanction,27,8,2017
17-11478,0941,8/26/17,Graffiti,Russell C,Pending,26,8,2017
17-11535,1827,8/27/17,Disorderly Conduct,Grottos Pizza,Arrest,27,8,2017
17-11548,2122,8/27/17,Drug Overdose,Independence Hall,Pending,27,8,2017
17-11559,2301,8/27/17,Underage Consumption,Gilbert Hall,Administrative Sanction,27,8,2017
17-11565,0034,8/28/17,Disorderly Conduct,Caesar Rodney B,Administrative Sanction,28,8,2017
17-11570,0210,8/28/17,Underage Consumption,Louis Redding Hall,Administrative Sanction,28,8,2017
17-11620,1928,8/28/17,Underage Consumption,Allison Hall,Administrative Sanction,28,8,2017
17-11630,2117,8/28/17,Theft,Hugh Morris Library,Pending,28,8,2017
17-11636,2330,8/28/17,Possession of Marijuana,Ray Street,Civil Assessment,28,8,2017
17-11641,0102,8/29/17,Underage Consumption,Harrington Hall E,Administrative Sanction,29,8,2017
17-11644,0149,8/29/17,Possession of Marijuana,Christiana Commons,Civil Assessment,29,8,2017
17-11648,0314,8/29/17,Underage Consumption,Russell D,Arrest,29,8,2017
17-11655,0855,8/29/17,Graffiti,George Read Hall,Pending,29,8,2017
17-11697,2005,8/29/17,Possession of Marijuana,Independence Hall West,Civil Assessment,29,8,2017
17-11702,2127,8/29/17,Possession of Marijuana,Smyth Hall,Civil Assessment,29,8,2017
17-11710,0055,8/30/17,Underage Consumption,Russell B,Administrative Sanction,30,8,2017
17-11712,0113,8/30/17,Disorderly Conduct,E Park Pl,Administrative Sanction,30,8,2017
17-11713,0122,8/30/17,Underage Consumption,Lane Hall,Administrative Sanction,30,8,2017
17-11718,0315,8/30/17,Underage Consumption,Sypherd Hall,Administrative Sanction,30,8,2017
17-11740,1109,8/30/17,Criminal Impersonation,Delaware Geological Survey,Pending,30,8,2017
17-11744,1244,8/27/17,Theft,Christiana Commons,Pending,27,8,2017
17-11764,1929,8/30/17,Theft,Alpha Xi Delta,Pending,30,8,2017
17-11762,1934,8/30/17,Possession of Marijuana,Christiana Towers,Civil Assessment,30,8,2017
17-11767,2118,8/30/17,Possession of Marijuana,Perkins Parking Garage,Civil Assessment,30,8,2017
17-11772,2359,8/30/17,Traffic Violation/Fugitve,E Cleveland Ave/Wilbur St,Arrest,30,8,2017
17-11779,0147,8/31/17,Underage Consumption,Gilbert Hall,Administrative Sanction,31,8,2017
17-11780,0155,8/31/17,Underage Consumption,Smyth Hall,Administrative Sanction,31,8,2017
17-11781,0205,8/31/17,Underage Consumption,Christiana Towers,Arrest,31,8,2017
17-11784,0357,8/31/17,Public Intoxication,SARH,Administrative Sanction,31,8,2017
17-11800,1206,8/31/17,Trespass,Hullihen Hall,Arrest,31,8,2017
17-11806,1320,8/31/17,Theft,McDowell Hall,Pending,31,8,2017
17-11830,1918,8/31/17,Public Intoxication,Lot #19,Arrest,31,8,2017
17-11852,2250,8/31/17,Possession of Marijuana,Russell B,Civil Assessment,31,8,2017
17-11857,2320,8/31/17,Underage Consumption,South Academy Residence Hall,Administrative Sanction,31,8,2017
17-11864,0156,9/1/17,Underage Consumption,James Smith Hall,Exceptionally Clear,1,9,2017
17-11897,1212,9/1/17,Motor Vehicle Collision (Hit & Run),Lot 45,Pending,1,9,2017
17-11901,1351,8/31/17,Terroristic Threatening,Christiana Towers,Exceptionally Clear,31,8,2017
17-11933,2219,9/1/17,Possession of Marijuana,Harrington Hall E,Arrest,1,9,2017
17-11937,2303,9/1/17,Possession of Marijuana,Amstel Ave/S Main St,Civil Assessment,1,9,2017
17-11945,2336,9/1/17,Public Intoxication,Veterans Dr,Administrative Sanction,1,9,2017
17-11949,0005,9/2/17,Public Intoxication,E Park Pl,Administrative Sanction,2,9,2017
17-11950,0015,9/2/17,Public Intoxication,W Main St,Administrative Sanction,2,9,2017
17-11952,0019,9/2/17,Underage Consumption,Academy St/Lovett Ave,Administrative Sanction,2,9,2017
17-11956,0110,9/2/17,Underage Consumption,Christiana Towers,Administrative Sanction,2,9,2017
17-11957,0119,9/2/17,Public Intoxication,Manuel St,Administrative Sanction,2,9,2017
17-11959,0137,9/2/17,Underage Consumption,South Academy Residence Hall,Administrative Sanction,2,9,2017
17-11962,0206,9/2/17,Underage Consumption,Lane Hall,Administrative Sanction,2,9,2017
17-11971,0331,9/2/17,Underage Consumption,South Academy Residence Hall,Administrative Sanction,2,9,2017
17-11986,0921,9/2/17,Graffiti,Smyth Hall,Pending,2,9,2017
1-012017,2212,9/2/17,Public Intoxication,N College Ave/Prospect Ave,Administrative Sanction,2,9,2017
17-12030,2328,9/2/17,Underage Consumption,South Academy Residence Hall,Administrative Sanction,2,9,2017
17-12031,2329,9/2/17,Public Intoxication,Orchard R/Kent Wy,Arrest,2,9,2017
17-12032,2330,9/2/17,Public Intoxication,Laird Campus,Pending,2,9,2017
17-12033,2348,9/2/17,Possession of Marijuana,Christiana Towers,Civil Assessment,2,9,2017
